Data name,Time,Profit,Feasibility
instance04.txt,0.023084163665771484,82400,True
instance05.txt,0.0036039352416992188,106800,True
instance02.txt,0.0020711421966552734,49500,True
instance03.txt,0.0013439655303955078,50000,True
instance01.txt,0.0008318424224853516,27900,True
